g,2.8602,0.4672,64.5008,0.0129,-3.0870,-0.0061,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2146,-0.0234,64.5672,-0.0348,-3.0870,-0.0137,
g,-0.2146,-0.0234,64.5672,-0.0348,-3.0870,-0.0137,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2366,0.0000,64.0673,-0.0352,-3.0874,-0.0130,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2603,-0.0232,64.0672,-0.0355,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,0.0696,64.0673,-0.0348,-3.0874,-0.0119,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2130,-0.0232,64.0924,-0.0353,-3.0951,-0.0131,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,0.0464,64.0674,-0.0348,-3.0874,-0.0122,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2130,-0.0232,64.0924,-0.0353,-3.0951,-0.0131,
g,-0.2130,-0.0232,64.0924,-0.0353,-3.0951,-0.0131,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2366,0.0000,64.0673,-0.0352,-3.0874,-0.0130,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2146,-0.0234,64.5672,-0.0348,-3.0870,-0.0137,
g,-0.2366,0.0000,64.0673,-0.0352,-3.0874,-0.0130,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2130,-0.0232,64.0924,-0.0353,-3.0951,-0.0131,
g,-0.2146,-0.0234,64.5672,-0.0348,-3.0870,-0.0137,
g,-0.2129,0.0696,64.0673,-0.0348,-3.0874,-0.0119,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2129,-0.0232,64.0674,-0.0348,-3.0874,-0.0133,
g,-0.2366,0.0000,64.0673,-0.0352,-3.0874,-0.0130,
g,-0.2130,-0.0232,64.0924,-0.0353,-3.0951,-0.0131,
